id,poi_text,input,location,chars
2381,thitumalgherry,thitumalgherry,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,14
2382,thiupp,thiupp,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,6
2383,tillu bhai home adarsh hills Meerpet telangana,tillu bhai home adarsh hills Meerpet telangana,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,46
2384,tir,tir,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,3
2385,tir,tir,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,3
2386,tiru,tiru,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
2387,tirumaladigitals,tirumaladigitals,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,16
2388,"tirumaladigitals flex,","tirumaladigitals flex,",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,22
2389,"tirumaladigitals flex, mai","tirumaladigitals flex, mai",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,26
2390,"tirumaladigitals flex, mailar","tirumaladigitals flex, mailar",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,29
2391,"tirumaladigitals glex,","tirumaladigitals glex,",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,22
2392,tiruporur,tiruporur,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,9
2393,tiruvanmi,tiruvanmi,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,9
2394,tirvaku,tirvaku,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,7
2395,tirvanmiyur c,tirvanmiyur c,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,13
2396,tondgavk,tondgavk,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,8
2397,topran,topran,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,6
2398,topsia mahindt,topsia mahindt,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,14
2399,topsia mahindta,topsia mahindta,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,15
2400,toss,toss,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
2401,toya,toya,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
2402,tringa cho,tringa cho,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,10
2403,tringa chowk,tringa chowk,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,12
2404,tripuraroad su,tripuraroad su,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,14
2405,trirath bhawa,trirath bhawa,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,13
2406,trishala sad,trishala sad,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,12
2407,tulj,tulj,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
2408,tulsi deelopers,tulsi deelopers,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,15
2409,twr,twr,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,3
2410,uaman,uaman,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,5
2411,ucobank,ucobank,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,7
2412,udac,udac,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
2413,udhi,udhi,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
2414,udhiyog bha,udhiyog bha,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,11
2415,udhyanc,udhyanc,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,7
2416,udup,udup,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
2417,ulhasnagar manere ga,ulhasnagar manere ga,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,20
2418,ulhasnagar manere gao sayadri nagar  datt,ulhasnagar manere gao sayadri nagar  datt,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,41
2419,ulhasnagar manere gao shaya,ulhasnagar manere gao shaya,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,27
2420,ullal main road manganahalli u,ullal main road manganahalli u,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,30
2421,ullal main road manganahalli uda,ullal main road manganahalli uda,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,32
2422,ullal main road manganahalli udaya lay,ullal main road manganahalli udaya lay,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,38
2423,ulsorr,ulsorr,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,6
2424,united school ra,united school ra,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,16
2425,unitilifeline,unitilifeline,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,13
2426,unj,unj,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,3
2427,uphc santhosh,uphc santhosh,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,13
2428,utas,utas,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
2429,uthradi mu,uthradi mu,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,10
2430,uttam,uttam,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,5
2431,uttar para,uttar para,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,10
2432,vadanth,vadanth,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,7
2433,vadapalanimurugan kovil,vadapalanimurugan kovil,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,23
2434,vadaperumbakam,vadaperumbakam,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,14
2435,vadodara,vadodara,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,8
2436,vallabhj,vallabhj,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,8
